userId,carId,rating
0,3312,5
0,3595,5
0,2206,5
0,1962,5
0,2791,4
0,3074,3
0,4819,5
0,4166,4
0,129,5
0,1685,5
0,4663,1
0,3919,5
0,2513,3
0,1827,1
0,3420,5
0,3115,5
0,3380,3
0,2884,3
0,1333,5
0,4453,3
0,4570,5
0,4813,3
0,2460,4
0,4356,3
0,1770,3
0,3381,3
0,4681,4
0,214,5
0,357,3
0,609,3
0,3058,3
0,1522,4
0,4363,3
0,1709,5
0,3428,4
0,2656,4
0,3307,5
0,2467,2
0,2635,1
0,4842,5
0,3070,3
0,2856,1
0,3651,3
0,2825,3
0,3454,3
0,2646,3
0,2464,5
0,4860,5
0,4864,5
0,1671,5
0,3238,3
0,3613,4
0,4478,3
0,2939,3
0,1311,4
0,4537,5
0,3184,5
0,254,2
0,3726,4
0,556,4
0,192,5
0,1154,1
0,4681,5
0,3580,3
0,4507,4
0,2985,4
0,2985,4
1,682,4
1,1853,1
1,2345,2
1,2057,1
1,1331,5
1,3034,3
1,4329,2
1,113,1
1,931,1
1,2447,3
1,995,1
1,1174,4
1,5,2
1,2757,1
1,819,3
1,2997,4
1,388,3
1,2326,1
1,3106,3
1,2080,1
1,2644,2
1,1541,1
1,413,1
1,2335,3
1,469,3
1,3406,2
1,721,3
1,3369,5
1,548,1
1,1095,2
1,1066,4
1,3719,1
1,1163,1
1,616,3
1,1898,1
1,2683,3
1,812,3
1,2342,3
1,805,1
1,2931,2
1,925,5
1,738,2
1,4136,1
1,3045,5
1,615,4
1,307,4
1,336,1
1,3472,3
1,4249,2
1,659,2
2,3235,5
2,139,3
2,946,1
2,1709,3
2,576,5
2,3204,5
2,4024,3
2,1537,5
2,3420,5
2,14,3
2,3204,3
2,4364,3
2,2228,3
2,2307,5
2,2810,3
2,3026,5
2,2708,4
2,2224,3
2,1269,1
2,3504,5
2,609,5
2,4757,3
2,1236,5
2,4332,5
2,3151,3
2,2951,3
2,14,3
2,1095,5
2,1824,5
2,1265,5
2,4864,3
2,1602,4
2,4685,3
2,2730,5
2,1302,4
2,1837,1
2,3816,3
2,883,1
2,3403,3
2,3246,3
2,3914,5
2,1750,5
2,1789,4
2,4153,3
3,502,5
3,3361,5
3,454,5
3,3451,5
3,2622,5
3,3707,5
3,3070,3
3,2437,3
3,723,5
3,4568,3
3,1429,3
3,3213,5
3,4124,1
3,2115,3
3,3295,5
3,3048,5
3,3335,5
3,3228,5
3,2852,3
3,3865,3
3,2080,3
3,3138,5
3,3058,4
3,4755,3
3,3820,3
3,3437,4
3,3940,1
3,505,5
3,2810,5
3,2717,3
3,2904,3
3,2509,3
3,3658,4
3,518,4
3,2003,5
3,676,5
3,3971,5
3,2629,4
3,4771,4
3,4804,3
3,2627,3
4,4680,3
4,652,5
4,1023,5
4,38,5
4,2689,2
4,1307,3
4,2205,1
4,966,4
4,387,3
4,387,3
4,2497,3
4,884,3
4,1865,2
4,183,5
4,4379,2
4,366,5
4,3648,4
4,1040,2
4,992,1
4,602,5
4,1935,2
4,4597,3
4,4659,3
4,4310,1
4,721,3
4,884,4
4,2984,1
4,1991,2
4,4857,1
4,780,4
4,519,2
4,3515,1
4,3557,2
4,239,4
4,1031,5
4,3447,3
4,2754,1
4,4841,3
4,872,5
4,1323,2
4,4366,1
4,2411,4
4,2269,1
4,1590,3
4,1372,1
4,735,1
4,309,5
4,2381,1
4,2997,4
4,3627,3
4,38,4
4,124,1
4,2222,1
4,819,4
4,4281,2
4,1595,5
4,2588,3
4,3066,5
4,2588,3
4,3650,2
4,3388,1
4,4559,4
4,1221,2
4,3674,3
4,4328,5
4,1001,2
4,1874,5
4,2750,5
4,3473,3
4,2210,5
4,1365,3
4,3143,1
4,3707,1
5,484,1
5,3782,2
5,1066,3
5,4597,3
5,1139,3
5,4125,3
5,1258,2
5,3627,3
5,1067,4
6,542,1
6,682,3
6,31,3
6,104,5
6,2210,3
6,2750,5
6,4019,1
6,1023,4
6,3505,3
6,1307,5
6,1395,1
6,4856,1
6,2985,1
6,1748,4
7,1812,2
7,872,5
7,1356,1
7,703,4
7,2997,3
7,3413,3
7,3673,3
7,3336,3
7,721,4
7,17,1
7,2407,4
7,1817,1
7,739,5
7,1261,1
7,4666,5
7,3033,3
7,119,2
7,3495,3
7,3741,4
7,3998,3
7,955,2
7,73,3
7,3382,5
7,4738,1
7,3058,1
7,4726,2
7,3043,3
7,867,1
7,942,1
7,1490,2
7,2489,3
7,3460,5
7,1008,5
7,4746,5
7,2712,3
7,2286,5
7,844,4
7,471,3
7,3079,1
7,658,5
7,4746,5
7,2336,2
7,1497,1
7,4276,2
7,3049,2
7,785,5
7,4223,1
7,1953,1
8,3658,3
8,2608,5
8,4341,5
8,3952,3
8,2699,5
8,1616,5
8,3216,3
8,3692,3
8,2738,3
8,3198,5
8,1302,4
8,3742,5
8,1663,1
8,4570,3
8,3520,3
8,3569,5
8,4517,3
8,4099,3
8,3311,3
8,3375,5
8,2937,5
8,633,1
8,4843,4
8,1378,5
8,304,5
8,1893,2
8,3587,4
8,3271,3
8,1876,4
8,1783,1
8,3067,3
8,3952,4
8,40,4
8,2491,1
8,3714,4
8,4192,5
8,424,1
8,4237,3
8,222,2
8,1095,3
8,2852,3
8,3072,5
8,2553,5
8,2934,4
8,1871,3
8,3406,4
8,4453,5
8,841,5
8,4863,1
8,4392,5
8,252,4
8,1974,1
8,4379,4
8,3108,3
8,133,5
8,1044,3
8,4093,1
8,502,3
8,3841,5
8,2300,3
8,789,3
9,2550,5
9,4447,5
9,4225,2
9,2782,4
9,3761,3
9,2644,3
9,3789,2
9,1533,3
9,4812,3
9,2505,3
9,2942,3
10,558,3
10,1845,3
10,4144,3
10,1321,3
10,820,3
10,2359,5
10,2570,5
10,1954,3
10,1957,4
10,2406,3
10,4845,3
10,2847,3
10,2786,3
10,3273,3
10,3225,5
10,4480,3
10,3701,5
10,4065,3
10,4205,5
10,4359,3
10,4086,3
10,2015,3
10,4189,4
10,1208,4
10,1822,4
10,2524,3
10,3282,3
10,3109,3
10,4182,3
10,594,3
10,4218,5
10,2007,3
10,2084,3
10,3528,5
10,4,5
10,2570,3
11,1616,5
11,2791,3
11,2817,3
11,2941,1
11,1537,3
11,3166,5
11,3969,2
11,369,2
11,338,5
11,3310,2
11,357,4
11,3907,1
11,3558,3
11,2693,4
11,2408,5
11,1292,4
11,1891,3
11,1654,3
11,3554,5
11,3714,4
11,3200,5
11,4749,4
11,2699,3
11,2628,5
11,3118,4
11,3788,5
11,3381,5
11,1035,3
11,132,1
11,4368,4
11,1061,5
11,1354,5
11,1257,1
11,3525,3
11,4629,2
11,3211,3
11,264,3
11,4650,3
11,4164,3
11,1905,4
11,859,2
11,1106,2
11,3407,5
11,2542,3
11,1878,3
11,3172,4
11,595,1
11,179,5
11,2905,4
11,4357,3
11,646,5
11,2765,5
11,518,3
11,3388,3
11,299,4
11,3897,4
11,4777,2
11,2569,4
11,223,3
11,716,4
11,4512,5
11,2669,3
11,1096,3
11,1807,4
11,1196,4
11,716,3
11,2773,4
11,4648,5
11,1925,5
11,2700,3
11,2646,4
11,1333,3
11,29,1
11,2454,4
11,383,1
11,2945,4
11,2831,3
11,3865,5
11,4796,3
11,458,3
11,2768,4
11,4342,1
11,775,1
11,3429,5
11,3090,4
11,4130,3
11,3084,5
11,1302,5
12,3152,3
12,232,3
12,2327,3
12,2460,5
12,1876,5
12,428,4
12,2249,3
12,4568,3
12,2175,1
12,3809,3
12,1319,5
12,3904,5
12,2688,5
12,2957,3
12,3089,5
12,2885,4
12,61,3
12,119,2
12,284,5
12,129,3
12,4562,4
12,3426,3
12,1905,3
12,3756,5
12,4213,3
12,4234,3
12,4126,3
12,3198,3
12,3569,3
12,3183,3
12,1869,3
12,3443,3
12,1124,5
12,3580,3
12,3032,3
12,2665,1
12,1919,1
12,3724,3
12,82,5
12,3199,3
12,4676,4
12,4568,5
12,3404,5
12,3500,1
12,3335,3
12,3792,3
12,1044,5
12,4644,4
12,3842,3
12,3037,3
12,4234,5
12,4186,5
12,3569,3
12,4111,4
12,1831,1
12,1808,4
12,4776,3
12,141,5
12,4186,3
12,4164,3
12,2661,3
12,841,5
12,2609,5
12,3458,3
12,4120,1
12,1647,3
12,2935,5
12,789,3
12,3237,3
12,2251,5
12,3525,3
12,676,5
12,118,5
12,261,3
12,4449,3
12,3866,4
12,14,3
12,3179,3
12,1576,3
12,2869,3
12,1712,3
12,1367,3
12,4850,3
12,3097,3
13,1595,3
13,1174,3
13,2134,3
13,2420,5
13,927,2
13,3310,5
13,2725,1
13,731,5
13,2502,5
13,1025,3
13,4591,5
13,477,2
13,1276,2
13,3178,1
13,103,3
13,2756,3
13,1388,2
13,1034,3
13,3648,4
13,3841,1
13,2146,2
13,398,1
13,3503,5
13,506,5
13,2040,1
13,2628,2
13,817,2
13,257,4
13,2679,2
13,3482,3
13,1067,5
13,3494,1
13,1074,1
13,3998,4
13,388,5
13,3496,4
13,308,1
14,1087,4
14,4648,1
14,1891,1
14,1973,3
14,4035,3
14,516,3
15,3686,2
15,2740,1
15,50,1
15,824,3
15,3029,3
15,804,2
15,3542,1
15,819,5
15,3768,2
15,507,5
15,2752,4
15,3674,4
15,682,5
15,3695,1
15,2411,3
15,3998,5
15,4728,1
15,456,1
15,2497,3
15,4659,3
15,2298,4
15,2993,1
15,797,3
15,1195,2
15,3701,1
15,1919,5
15,1858,1
15,2664,4
15,1842,1
15,2455,2
15,2712,3
15,316,1
15,239,3
15,3352,5
15,3297,1
15,2275,5
15,506,3
15,3029,5
15,658,5
15,3884,2
15,4704,2
15,2342,4
15,3677,5
15,480,1
15,380,3
15,2445,3
